石門水庫	19912.4	19834.31	2018-01-01
西勢水庫	43.69	32.28	2018-01-01
新山水庫	1002.0	955.5	2018-01-01
翡翠水庫	33550.5	30282.0	2018-01-01
寶山水庫	538.0	390.07	2018-01-01
寶山第二水庫	3147.18	1381.43	2018-01-01
永和山水庫	2998.94	1343.27	2018-01-01
大埔水庫	529.9	346.32	2018-01-01
明德水庫	1276.0	260.98	2018-01-01
鯉魚潭水庫	11497.53	7997.95	2018-01-01
德基水庫	15000.0	14356.29	2018-01-01
石岡壩	132.88	22.7	2018-01-01
霧社水庫	4366.03	4059.77	2018-01-01
日月潭水庫	12928.67	12626.36	2018-01-01
湖山水庫	5085.0	131.03	2018-01-01
仁義潭水庫	2531.9	1634.9	2018-01-01
蘭潭水庫	925.8	611.65	2018-01-01
白河水庫	691.03	65.0	2018-01-01
烏山頭水庫	7828.0	5533.0	2018-01-01
曾文水庫	46261.0	24189.0	2018-01-01
南化水庫	9499.86	7145.69	2018-01-01
鏡面水庫	103.0	76.49	2018-01-01
澄清湖水庫	262.95	249.0	2018-01-01
阿公店水庫	1612.8	1317.92	2018-01-01
鳳山水庫	751.17	378.41	2018-01-01
牡丹水庫	2641.21	2060.46	2018-01-01
成功水庫	121.01	29.92	2018-01-01
興仁水庫	73.14	18.7	2018-01-01
太湖水庫	-1.0	111.33	2018-01-01
田埔水庫	67.79	22.19	2018-01-01
金沙水庫	57.0	30.17	2018-01-01
后沃水庫	41.63	38.2	2018-01-01
石門水庫	19912.4	20034.39	2018-01-08
西勢水庫	43.69	43.69	2018-01-08
新山水庫	1002.0	969.0	2018-01-08
翡翠水庫	33550.5	31713.94	2018-01-08
寶山水庫	538.0	415.5	2018-01-08
寶山第二水庫	3147.18	1524.98	2018-01-08
永和山水庫	2998.94	1358.12	2018-01-08
大埔水庫	529.9	426.7	2018-01-08
明德水庫	1276.0	292.13	2018-01-08
鯉魚潭水庫	11497.53	8093.09	2018-01-08
德基水庫	15000.0	14654.08	2018-01-08
石岡壩	132.88	31.48	2018-01-08
霧社水庫	4366.03	4205.41	2018-01-08
日月潭水庫	12928.67	12601.98	2018-01-08
湖山水庫	5085.0	142.8	2018-01-08
仁義潭水庫	2531.9	1522.45	2018-01-08
蘭潭水庫	925.8	615.79	2018-01-08
白河水庫	691.03	65.0	2018-01-08
烏山頭水庫	7828.0	5148.0	2018-01-08
曾文水庫	46261.0	24354.0	2018-01-08
南化水庫	9499.86	6948.47	2018-01-08
鏡面水庫	103.0	76.09	2018-01-08
澄清湖水庫	262.95	258.0	2018-01-08
阿公店水庫	1612.8	1293.59	2018-01-08
鳳山水庫	751.17	374.15	2018-01-08
牡丹水庫	2641.21	2021.34	2018-01-08
成功水庫	121.01	29.08	2018-01-08
興仁水庫	73.14	15.5	2018-01-08
太湖水庫	168.9	111.33	2018-01-08
田埔水庫	67.79	22.19	2018-01-08
金沙水庫	57.0	30.17	2018-01-08
后沃水庫	41.63	38.2	2018-01-08
石門水庫	19912.4	20043.12	2018-01-15
西勢水庫	43.69	39.53	2018-01-15
新山水庫	1002.0	967.0	2018-01-15
翡翠水庫	33550.5	30176.08	2018-01-15
寶山水庫	538.0	469.77	2018-01-15
寶山第二水庫	3147.18	2323.13	2018-01-15
永和山水庫	2998.94	1632.97	2018-01-15
大埔水庫	529.9	514.55	2018-01-15
明德水庫	1276.0	549.37	2018-01-15
鯉魚潭水庫	11497.53	9393.53	2018-01-15
德基水庫	15082.2	14923.2	2018-01-15
石岡壩	132.88	39.74	2018-01-15
霧社水庫	4366.03	4170.1	2018-01-15
日月潭水庫	12928.67	12650.76	2018-01-15
湖山水庫	5085.0	222.62	2018-01-15
仁義潭水庫	2531.9	1464.84	2018-01-15
蘭潭水庫	925.8	620.63	2018-01-15
白河水庫	691.03	65.0	2018-01-15
烏山頭水庫	7828.0	5379.0	2018-01-15
曾文水庫	45373.0	23147.0	2018-01-15
南化水庫	9388.1	6930.45	2018-01-15
鏡面水庫	103.0	76.03	2018-01-15
澄清湖水庫	262.95	267.0	2018-01-15
阿公店水庫	1612.8	1373.63	2018-01-15
鳳山水庫	751.17	394.53	2018-01-15
牡丹水庫	2641.21	1979.37	2018-01-15
成功水庫	121.01	30.33	2018-01-15
興仁水庫	73.14	14.3	2018-01-15
太湖水庫	168.9	112.46	2018-01-15
田埔水庫	67.79	21.25	2018-01-15
金沙水庫	57.0	27.06	2018-01-15
后沃水庫	41.63	38.2	2018-01-15
石門水庫	19912.4	20034.39	2018-01-22
西勢水庫	43.69	43.69	2018-01-22
新山水庫	1002.0	969.5	2018-01-22
翡翠水庫	33550.5	30264.23	2018-01-22
寶山水庫	538.0	504.3	2018-01-22
寶山第二水庫	3147.18	2609.54	2018-01-22
永和山水庫	2998.94	1692.3	2018-01-22
大埔水庫	529.9	497.19	2018-01-22
明德水庫	-1.0	541.49	2018-01-22
鯉魚潭水庫	11497.53	9769.18	2018-01-22
德基水庫	15082.2	14494.41	2018-01-22
石岡壩	132.88	32.87	2018-01-22
霧社水庫	4366.03	4256.07	2018-01-22
日月潭水庫	12928.67	12658.89	2018-01-22
湖山水庫	5085.0	264.42	2018-01-22
仁義潭水庫	2531.9	1393.58	2018-01-22
蘭潭水庫	925.8	598.61	2018-01-22
白河水庫	691.03	65.0	2018-01-22
烏山頭水庫	7828.0	5782.0	2018-01-22
曾文水庫	45373.0	22316.0	2018-01-22
南化水庫	9388.1	6713.59	2018-01-22
鏡面水庫	103.0	75.62	2018-01-22
澄清湖水庫	262.95	258.0	2018-01-22
阿公店水庫	1612.8	1359.7	2018-01-22
鳳山水庫	751.17	383.22	2018-01-22
牡丹水庫	2641.21	1934.62	2018-01-22
成功水庫	121.01	29.5	2018-01-22
興仁水庫	73.14	12.6	2018-01-22
太湖水庫	168.9	117.91	2018-01-22
田埔水庫	67.79	23.42	2018-01-22
金沙水庫	57.0	31.95	2018-01-22
后沃水庫	41.63	38.2	2018-01-22
石門水庫	19912.4	19964.65	2018-02-01
西勢水庫	43.69	43.69	2018-02-01
新山水庫	1002.0	968.5	2018-02-01
翡翠水庫	33550.5	30892.84	2018-02-01
寶山水庫	538.0	523.43	2018-02-01
寶山第二水庫	3147.18	2952.9	2018-02-01
永和山水庫	2998.94	1813.0	2018-02-01
大埔水庫	529.9	516.73	2018-02-01
明德水庫	1276.0	539.52	2018-02-01
鯉魚潭水庫	11497.53	10032.14	2018-02-01
德基水庫	15082.2	14295.61	2018-02-01
石岡壩	145.07	46.16	2018-02-01
霧社水庫	4366.03	4207.94	2018-02-01
日月潭水庫	12928.67	12748.55	2018-02-01
湖山水庫	5085.0	304.04	2018-02-01
仁義潭水庫	2531.9	1323.29	2018-02-01
蘭潭水庫	925.8	572.14	2018-02-01
白河水庫	691.03	62.0	2018-02-01
烏山頭水庫	7828.0	5925.0	2018-02-01
曾文水庫	45373.0	20307.0	2018-02-01
南化水庫	9338.1	6425.37	2018-02-01
鏡面水庫	103.0	75.32	2018-02-01
澄清湖水庫	262.95	253.0	2018-02-01
阿公店水庫	1588.67	1293.73	2018-02-01
鳳山水庫	751.17	385.36	2018-02-01
牡丹水庫	2641.21	1870.77	2018-02-01
成功水庫	121.01	28.15	2018-02-01
興仁水庫	73.14	10.9	2018-02-01
太湖水庫	168.9	113.47	2018-02-01
田埔水庫	67.79	23.07	2018-02-01
金沙水庫	57.0	29.63	2018-02-01
后沃水庫	41.63	38.2	2018-02-01
石門水庫	19912.4	19999.5	2018-02-08
西勢水庫	43.69	43.69	2018-02-08
新山水庫	1002.0	968.5	2018-02-08
翡翠水庫	33550.5	30538.1	2018-02-08
寶山水庫	538.0	516.41	2018-02-08
寶山第二水庫	3147.18	3146.28	2018-02-08
永和山水庫	2998.94	2109.53	2018-02-08
大埔水庫	529.9	492.88	2018-02-08
明德水庫	1276.0	609.46	2018-02-08
鯉魚潭水庫	11497.53	10325.05	2018-02-08
德基水庫	15082.2	14827.54	2018-02-08
石岡壩	145.07	57.29	2018-02-08
霧社水庫	4366.03	4154.09	2018-02-08
日月潭水庫	12928.67	12626.36	2018-02-08
湖山水庫	5085.0	336.35	2018-02-08
仁義潭水庫	2531.9	1291.48	2018-02-08
蘭潭水庫	925.8	548.7	2018-02-08
白河水庫	691.03	57.0	2018-02-08
烏山頭水庫	7828.0	6260.0	2018-02-08
曾文水庫	45373.0	17586.0	2018-02-08
南化水庫	9338.1	6182.33	2018-02-08
鏡面水庫	103.0	74.81	2018-02-08
澄清湖水庫	262.95	250.0	2018-02-08
阿公店水庫	1588.67	1224.18	2018-02-08
鳳山水庫	751.17	395.08	2018-02-08
牡丹水庫	2641.21	1820.38	2018-02-08
成功水庫	121.01	27.24	2018-02-08
興仁水庫	73.14	9.2	2018-02-08
太湖水庫	168.9	111.89	2018-02-08
田埔水庫	67.79	22.38	2018-02-08
金沙水庫	57.0	29.63	2018-02-08
后沃水庫	41.63	38.2	2018-02-08
石門水庫	19912.4	20034.39	2018-02-15
西勢水庫	43.69	43.69	2018-02-15
新山水庫	1002.0	964.5	2018-02-15
翡翠水庫	33550.5	29352.28	2018-02-15
寶山水庫	538.0	508.76	2018-02-15
寶山第二水庫	3147.18	3146.58	2018-02-15
永和山水庫	2998.94	2387.86	2018-02-15
大埔水庫	529.9	506.93	2018-02-15
明德水庫	1276.0	641.02	2018-02-15
鯉魚潭水庫	11497.53	11328.2	2018-02-15
德基水庫	15082.2	14637.64	2018-02-15
石岡壩	145.07	43.48	2018-02-15
霧社水庫	4366.03	4122.33	2018-02-15
日月潭水庫	12928.67	12133.71	2018-02-15
湖山水庫	5085.0	406.83	2018-02-15
仁義潭水庫	2531.9	1253.97	2018-02-15
蘭潭水庫	925.8	516.38	2018-02-15
白河水庫	691.03	50.0	2018-02-15
烏山頭水庫	7828.0	5993.0	2018-02-15
曾文水庫	45373.0	15862.0	2018-02-15
南化水庫	9338.1	5878.4	2018-02-15
鏡面水庫	103.0	74.51	2018-02-15
澄清湖水庫	262.95	238.0	2018-02-15
阿公店水庫	1588.67	1155.84	2018-02-15
鳳山水庫	751.17	368.33	2018-02-15
牡丹水庫	2641.21	1766.66	2018-02-15
成功水庫	121.01	26.33	2018-02-15
興仁水庫	73.14	7.8	2018-02-15
太湖水庫	168.9	111.89	2018-02-15
田埔水庫	67.79	22.38	2018-02-15
金沙水庫	57.0	29.63	2018-02-15
