石門水庫	20898.0	20715.33	2013-01-01
西勢水庫	43.69	42.14	2013-01-01
新山水庫	1002.78	813.28	2013-01-01
翡翠水庫	33550.5	31195.41	2013-01-01
寶山水庫	538.0	515.9	2013-01-01
寶山第二水庫	3141.1	3117.0	2013-01-01
永和山水庫	2809.58	2723.7	2013-01-01
大埔水庫	529.9	445.27	2013-01-01
明德水庫	1276.0	1259.53	2013-01-01
鯉魚潭水庫	11519.16	11519.16	2013-01-01
德基水庫	15396.91	14943.08	2013-01-01
石岡壩	153.25	79.76	2013-01-01
霧社水庫	5379.0	4537.13	2013-01-01
日月潭水庫	13314.1	12988.44	2013-01-01
仁義潭水庫	2580.0	1758.82	2013-01-01
蘭潭水庫	923.73	710.01	2013-01-01
白河水庫	691.03	148.0	2013-01-01
烏山頭水庫	7982.0	5984.0	2013-01-01
曾文水庫	49173.0	28072.0	2013-01-01
南化水庫	10158.0	8280.0	2013-01-01
鏡面水庫	103.0	74.25	2013-01-01
澄清湖水庫	262.95	252.0	2013-01-01
阿公店水庫	1687.0	1669.56	2013-01-01
鳳山水庫	751.17	371.0	2013-01-01
牡丹水庫	2706.0	1495.7	2013-01-01
成功水庫	121.01	65.44	2013-01-01
興仁水庫	73.14	32.0	2013-01-01
太湖水庫	168.9	119.95	2013-01-01
田埔水庫	67.8	56.67	2013-01-01
金沙水庫	57.0	35.52	2013-01-01
后沃水庫	46.52	45.82	2013-01-01
石門水庫	20834.5	20629.9	2013-01-08
西勢水庫	43.69	43.69	2013-01-08
新山水庫	1002.78	819.26	2013-01-08
翡翠水庫	33550.5	31052.9	2013-01-08
寶山水庫	538.0	525.5	2013-01-08
寶山第二水庫	3141.1	3115.7	2013-01-08
永和山水庫	2809.58	2701.4	2013-01-08
大埔水庫	529.9	438.01	2013-01-08
明德水庫	1276.0	-1.0	2013-01-08
鯉魚潭水庫	11519.16	11471.27	2013-01-08
德基水庫	15396.91	14690.47	2013-01-08
石岡壩	153.25	42.99	2013-01-08
霧社水庫	5379.0	4409.02	2013-01-08
日月潭水庫	13314.1	12988.44	2013-01-08
仁義潭水庫	2580.0	1712.36	2013-01-08
蘭潭水庫	923.73	644.28	2013-01-08
白河水庫	691.03	148.0	2013-01-07
烏山頭水庫	7982.0	5782.0	2013-01-08
曾文水庫	49173.0	28202.0	2013-01-08
南化水庫	10158.0	7990.8	2013-01-08
鏡面水庫	103.0	72.17	2013-01-08
澄清湖水庫	262.95	240.0	2013-01-08
阿公店水庫	1687.0	1619.81	2013-01-08
鳳山水庫	751.17	377.23	2013-01-08
牡丹水庫	2706.0	1486.3	2013-01-08
成功水庫	121.01	64.6	2013-01-08
興仁水庫	73.14	30.1	2013-01-08
太湖水庫	168.9	117.13	2013-01-08
田埔水庫	67.8	56.64	2013-01-08
