石門水庫	20834.5	20576.75	2014-01-01
西勢水庫	43.69	43.69	2014-01-01
新山水庫	1002.0	816.96	2014-01-01
翡翠水庫	33550.5	32100.69	2014-01-01
寶山水庫	538.0	536.8	2014-01-01
寶山第二水庫	3141.1	3130.4	2014-01-01
永和山水庫	2809.58	2482.64	2014-01-01
大埔水庫	529.9	316.13	2014-01-01
明德水庫	1276.0	1142.98	2014-01-01
鯉魚潭水庫	11546.97	10695.19	2014-01-01
德基水庫	15000.0	14745.13	2014-01-01
石岡壩	113.3	20.64	2014-01-01
霧社水庫	4486.93	4323.38	2014-01-01
日月潭水庫	12889.87	12775.26	2014-01-01
仁義潭水庫	2580.0	1412.08	2014-01-01
蘭潭水庫	923.73	661.2	2014-01-01
白河水庫	691.03	202.0	2014-01-01
烏山頭水庫	7982.0	5454.0	2014-01-01
曾文水庫	47955.0	30382.0	2014-01-01
南化水庫	9942.9	6545.2	2014-01-01
鏡面水庫	103.0	67.17	2014-01-01
澄清湖水庫	262.95	224.0	2014-01-01
阿公店水庫	1669.0	1493.28	2014-01-01
鳳山水庫	751.17	294.99	2014-01-01
牡丹水庫	2699.82	2156.04	2014-01-01
成功水庫	121.01	41.6	2014-01-01
興仁水庫	73.14	32.9	2014-01-01
太湖水庫	168.9	123.4	2014-01-01
田埔水庫	67.8	57.69	2014-01-01
金沙水庫	57.0	46.83	2014-01-01
后沃水庫	46.52	27.71	2014-01-01
石門水庫	20834.5	20567.91	2014-01-08
西勢水庫	43.69	33.73	2014-01-08
新山水庫	1002.0	805.46	2014-01-08
翡翠水庫	33550.5	31302.44	2014-01-08
寶山水庫	538.0	538.0	2014-01-08
寶山第二水庫	3141.1	3134.5	2014-01-08
永和山水庫	2809.58	2502.67	2014-01-08
大埔水庫	529.9	323.58	2014-01-08
明德水庫	1276.0	1141.49	2014-01-08
鯉魚潭水庫	11546.97	10699.36	2014-01-08
德基水庫	15000.0	14826.68	2014-01-08
石岡壩	113.3	21.56	2014-01-08
霧社水庫	4486.93	4400.55	2014-01-08
日月潭水庫	12889.87	12791.63	2014-01-08
仁義潭水庫	2580.0	1353.67	2014-01-08
蘭潭水庫	923.73	614.38	2014-01-08
白河水庫	691.03	185.0	2014-01-08
烏山頭水庫	7982.0	5774.0	2014-01-08
曾文水庫	47955.0	29347.0	2014-01-08
南化水庫	9942.9	6221.7	2014-01-08
鏡面水庫	103.0	64.38	2014-01-08
澄清湖水庫	262.95	235.0	2014-01-08
阿公店水庫	1669.0	1418.09	2014-01-08
鳳山水庫	751.17	263.52	2014-01-08
牡丹水庫	2678.63	2088.01	2014-01-08
成功水庫	121.01	38.4	2014-01-08
興仁水庫	73.14	32.2	2014-01-08
太湖水庫	168.9	119.5	2014-01-08
田埔水庫	67.8	57.53	2014-01-08
金沙水庫	57.0	46.83	2014-01-08
